index,name,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,time_signature,valence
4119,My Country,Midnight Oil,1993,4.852883333,30,0.495,0.00183,0.495,0.838,3.51E-06,9,0.325,-9.105,0.0377,120.447,4,0.665
4120,Blue,Joni Mitchell,1971,2.954216667,50,0.463,0.989,0.463,0.102,0.00354,6,0.111,-13.689,0.0436,133.946,3,0.456
4121,Mercury Blues,David Lindley,1981,3.537333333,43,0.409,0.00539,0.409,0.862,9.86E-05,5,0.271,-8.264,0.122,173.689,4,0.499
4122,Doom And Gloom,The Rolling Stones,2019,3.975766667,50,0.611,0.000596,0.611,0.837,0.0169,0,0.173,-4.558,0.0328,131.599,4,0.783
4123,Crying in the Rain - 1987 Version; 2018 Remaster,Whitesnake,1987,5.627283333,41,0.319,0.000509,0.319,0.905,2.88E-05,4,0.358,-7.232,0.099,128.241,3,0.234
4124,The Greatest View,Silverchair,2002,4.04955,40,0.318,9.00E-05,0.318,0.787,5.97E-05,9,0.163,-6.437,0.0329,79.159,4,0.347
4125,Push,Moist,1994,3.840433333,26,0.286,2.28E-05,0.286,0.847,0.000144,7,0.431,-9.108,0.046,97.785,4,0.547
4126,"Once Bitten, Twice Shy",Various Artists,2010,4.724433333,32,0.758,0.0115,0.758,0.653,0.000657,0,0.217,-11.03,0.0457,124.552,4,0.809
4127,I Wanna Go Home,Sator,1992,3.711766667,46,0.458,0.000476,0.458,0.718,0.0119,7,0.183,-7.552,0.029,168.284,3,0.696
4128,Say Goodbye to Hollywood,Billy Joel,1976,4.60555,48,0.686,0.00484,0.686,0.764,3.04E-06,0,0.132,-6.927,0.0353,126.872,4,0.766
4129,"Get Outta My Dreams, Get Into My Car",Billy Ocean,2010,4.73955,64,0.666,0.0879,0.666,0.91,8.43E-06,4,0.335,-6.457,0.0399,117.141,4,0.919
4130,"Thank You - Live In Stockholm, Sweden/2006",Chris Cornell,2018,4.4591,38,0.448,0.785,0.448,0.175,4.63E-06,4,0.671,-12.513,0.0309,141.007,4,0.199
4131,L Train,Shootyz Groove,1999,3.8611,15,0.649,0.00332,0.649,0.841,2.38E-06,11,0.107,-5.395,0.0688,94.961,4,0.625
4132,All Fired Up,Pat Benatar,1988,4.536666667,54,0.666,0.0826,0.666,0.883,0.000563,0,0.114,-9.601,0.0484,148.06,4,0.521
4133,Victim of Changes,Judas Priest,1993,7.175333333,28,0.33,0.00111,0.33,0.879,0.0773,9,0.966,-6.39,0.0794,87.506,4,0.396
4134,Empty Garden (Hey Hey Johnny) - Remastered 2003,Elton John,1982,5.136666667,46,0.667,0.138,0.667,0.363,7.02E-06,4,0.41,-13.498,0.0275,109.208,4,0.224
4135,Valerie,Steve Winwood,1982,4.1111,66,0.717,0.567,0.717,0.527,0.00668,9,0.0785,-10.779,0.0292,116.288,4,0.731
4136,Acquiesce,Oasis,1998,4.416,56,0.199,0.00792,0.199,0.952,0.000355,0,0.437,-1.976,0.0694,111.521,4,0.244
4137,Shake a Leg,AC/DC,1980,4.094433333,56,0.417,0.0234,0.417,0.942,0.00857,4,0.317,-4.225,0.0852,152.346,4,0.618
4138,Showgirl,Luke Haines,2003,4.270616667,9,0.558,0.00644,0.558,0.559,0.000293,9,0.0707,-7.578,0.0262,80.019,4,0.438
4139,Everything You Want,Vertical Horizon,1999,4.284433333,64,0.637,0.0504,0.637,0.759,0,3,0.0642,-6.389,0.0305,93.898,4,0.741
4140,Every Time I Think of You,The Babys,1978,3.986,49,0.395,0.188,0.395,0.641,7.10E-05,7,0.145,-5.96,0.0353,121.451,4,0.421
4141,Apologize,OneRepublic,2007,3.468433333,73,0.593,0.363,0.593,0.74,2.22E-05,8,0.102,-6.12,0.0339,118.008,4,0.502
4142,Dancing in the Street - Steve Thompson Mix,David Bowie,1985,4.71555,29,0.608,0.0921,0.608,0.824,2.90E-05,4,0.0506,-12.374,0.0337,130.7,4,0.908
4143,Bourée,Jethro Tull,1977,3.7751,53,0.522,0.371,0.522,0.275,0.873,0,0.219,-14.005,0.0511,115.327,4,0.555
4144,What Lies Beneath,Breaking Benjamin,2009,3.579766667,55,0.27,0.00239,0.27,0.878,0,6,0.0541,-3.957,0.106,118.28,4,0.252
4145,Wake up Boo!,The Boo Radleys,1995,3.6311,51,0.471,0.0725,0.471,0.896,0,6,0.193,-6.701,0.105,144.838,4,0.555
4146,Gold,Spandau Ballet,2000,3.858,67,0.711,0.258,0.711,0.74,0.0111,10,0.104,-7.776,0.0361,143.053,4,0.639
4147,Something's Always Wrong,Toad The Wet Sprocket,1994,4.948883333,47,0.537,0.0627,0.537,0.86,0.000856,3,0.0929,-7.042,0.0339,134.609,4,0.552
4148,Daydreamer,Menswear,1995,2.276216667,31,0.659,0.0148,0.659,0.733,9.65E-06,2,0.311,-8.384,0.0506,110.257,4,0.875
4149,It's Now or Never,Elvis Presley,2002,3.243333333,60,0.643,0.642,0.643,0.491,0.00972,4,0.286,-9.312,0.0344,126.399,4,0.753
4150,Little Wing,Stevie Ray Vaughan,1984,6.808,61,0.475,0.362,0.475,0.383,0.749,1,0.0728,-14.202,0.0375,114.709,4,0.524
4151,It Ain't Over Till It's Over,Relaxing Piano Covers,2015,4.818066667,1,0.902,0.995,0.902,0.0396,0.963,3,0.108,-32.909,0.417,152.401,4,0.203
4152,Alright,Supergrass,1995,3.014666667,72,0.467,0.000479,0.467,0.958,0.199,4,0.299,-4.808,0.0775,145.92,4,0.701
4153,Fire,Kasabian,2009,4.20465,66,0.525,0.0874,0.525,0.741,0.147,10,0.117,-5.643,0.0311,117.031,4,0.179
4154,Famous Last Words,My Chemical Romance,2006,4.9871,71,0.467,0.000321,0.467,0.883,0.000152,2,0.125,-3.679,0.106,122.252,4,0.309
4155,Lager & Ale,Kim Mitchell,1995,3.271766667,33,0.582,6.42E-05,0.582,0.828,0.032,2,0.0954,-7.62,0.0307,129.26,4,0.496
4156,Professional Widow - Merry Widow Version,Tori Amos,1996,4.65,31,0.333,0.861,0.333,0.137,1.91E-05,7,0.796,-11.915,0.0564,134.056,3,0.0658
4157,Again,Alice In Chains,1995,4.083333333,51,0.55,0.000707,0.55,0.868,0.0245,7,0.121,-6.243,0.0461,123.153,4,0.405
4158,Human Fly,The Cramps,1983,2.273766667,56,0.531,0.0389,0.531,0.849,0.00763,9,0.186,-10.754,0.111,119.516,4,0.305
4159,This Is It,Kenny Loggins,1979,3.94555,55,0.641,0.254,0.641,0.497,2.15E-06,7,0.158,-12.228,0.029,102.274,4,0.743
4160,I Touch Myself,Divinyls,1991,3.794,63,0.66,0.181,0.66,0.711,7.47E-06,5,0.0647,-10.211,0.0334,109.328,4,0.726
4161,Holiday,Nazareth,1980,3.604216667,29,0.615,0.0311,0.615,0.834,2.94E-06,7,0.143,-5.726,0.0318,131.606,4,0.688
4162,St. Elmos Fire (Man in Motion),Various Artists,1985,4.196666667,68,0.612,0.15,0.612,0.6,3.04E-06,9,0.222,-10.945,0.0327,111.203,4,0.471
4163,Only God Knows Why,Kid Rock,1998,5.4611,62,0.628,0.0569,0.628,0.749,0.00204,4,0.134,-5.18,0.03,129.2,4,0.31
4164,Song For The Lonely,The Living End,2011,3.218666667,21,0.497,7.04E-05,0.497,0.936,6.40E-05,2,0.178,-3.944,0.0505,122.897,4,0.35
4165,When Will I Be Loved,Linda Ronstadt,1974,2.0811,58,0.513,0.186,0.513,0.573,0.000958,9,0.0878,-10.023,0.0337,132.607,4,0.621
4166,"Lovin', Touchin', Squeezin'",Journey,1979,3.842216667,60,0.401,0.0992,0.401,0.644,0.000179,2,0.231,-8.608,0.0439,211.261,3,0.714
4167,Minus Celsius,Backyard Babies,2003,3.574433333,44,0.312,8.58E-06,0.312,0.907,0.556,1,0.198,-3.342,0.0453,156.114,4,0.453
4168,Sittin' In The Balcony,Eddie Cochran,1957,2.000433333,27,0.527,0.869,0.527,0.464,0.017,7,0.299,-12.666,0.041,144.354,4,0.887
4169,38 Years Old,The Tragically Hip,2005,4.32555,41,0.625,0.0345,0.625,0.564,0.000121,7,0.0587,-5.869,0.0252,97.684,4,0.236
4170,Jealous Guy - Remastered,Roxy Music,2001,4.9551,59,0.51,0.0395,0.51,0.622,0.00532,4,0.128,-7.651,0.0268,77.663,4,0.387
4171,Tiny Spark,Brendan Benson,2009,3.2291,33,0.575,0.0475,0.575,0.81,0.00846,7,0.112,-6.114,0.0317,115.241,4,0.492
4172,If You Want My Love,Cheap Trick,1982,3.595333333,45,0.494,0.0213,0.494,0.683,0,4,0.288,-9.509,0.0323,115.441,4,0.474
4173,Say (All I Need),OneRepublic,2007,3.842883333,47,0.548,0.0184,0.548,0.742,0,9,0.153,-5.741,0.0498,122.007,4,0.31
4174,Season of the Witch,Donovan,1966,4.898883333,64,0.516,0.159,0.516,0.513,0.00957,2,0.0612,-10.762,0.0288,99.735,4,0.694
4175,This Means War,Nickelback,2011,3.344433333,54,0.559,3.74E-05,0.559,0.967,0.276,10,0.328,-3.157,0.0777,133.992,4,0.806
4176,House of Pain,Faster Pussycat,1989,5.7771,54,0.519,0.0766,0.519,0.61,6.49E-05,0,0.248,-10.256,0.036,121.324,4,0.232
4177,Human Touch,Bruce Springsteen,1992,6.48,61,0.651,0.00244,0.651,0.516,5.93E-05,0,0.0973,-13.628,0.0277,115.154,4,0.453
4178,I Am One - Remastered 2011,The Smashing Pumpkins,1991,4.114216667,40,0.486,8.30E-06,0.486,0.729,0.883,6,0.047,-7.196,0.0424,107.545,4,0.798
4179,The Nips Are Getting Bigger,Mental As Anything,1979,3.346666667,36,0.817,0.0338,0.817,0.866,0.0238,7,0.143,-5.369,0.0788,150.134,4,0.966
4180,"Hail, Hail",Pearl Jam,1996,3.685766667,50,0.355,0.00137,0.355,0.953,3.93E-05,0,0.212,-4.4,0.0776,141.709,4,0.235
4181,If That's What It Takes,Bon Jovi,1995,5.283333333,36,0.537,0.0699,0.537,0.882,0,5,0.132,-3.541,0.0325,92.884,4,0.431
4182,I'm Coming Out,Diana Ross,1980,5.4211,67,0.739,0.177,0.739,0.917,0.119,5,0.0834,-4.459,0.0504,110.163,4,0.749
4183,Gloria - Live; 2007 Remaster,The Doors,2007,6.308,52,0.506,0.0508,0.506,0.407,4.14E-06,9,0.286,-12.478,0.0429,128.622,4,0.633
4184,Xanadu - Composed Or Made Famous By: Olivia Newton-John & Electric Light Orchestra,Stingray Music (Karaoke),2009,3.416383333,1,0.576,0.0607,0.576,0.577,0.000321,6,0.11,-11.678,0.0284,127.779,4,0.56
4185,Love Interruption,Jack White,2016,2.622666667,25,0.567,0.664,0.567,0.316,1.73E-06,9,0.143,-12.936,0.0365,93.565,4,0.348
4186,Pain Killer (Summer Rain),Turin Brakes,2003,3.932216667,21,0.357,0.00462,0.357,0.882,0.00183,2,0.162,-4.926,0.0666,153.216,4,0.75
4187,"Black Fingernails, Red Wine",Eskimo Joe,2006,4.164433333,31,0.553,0.00847,0.553,0.917,0.0975,1,0.251,-4.658,0.0424,124.001,4,0.433
4188,Summer Rain,Belinda Carlisle,1989,5.544216667,49,0.722,0.0399,0.722,0.858,2.40E-06,5,0.0896,-7.808,0.031,128.865,4,0.942
4189,Fat Man in the Bathtub,Little Feat,1973,4.528216667,49,0.626,0.18,0.626,0.655,0.039,7,0.0434,-8.666,0.0569,87.696,4,0.893
4190,Swagger of Thieves,Head Like A Hole,2011,3.774266667,16,0.594,0.0373,0.594,0.887,0.000172,1,0.102,-3.105,0.0684,113.061,4,0.418
4191,White Unicorn,Wolfmother,2005,5.027766667,39,0.358,0.000362,0.358,0.78,0.00104,0,0.105,-4.987,0.0371,106.794,4,0.381
4192,Meet Me on the Equinox,Various Artists,2009,3.73555,48,0.486,0.137,0.486,0.892,0.48,7,0.216,-6.251,0.0457,135.005,4,0.496
4193,Thorn In My Pride,The Black Crowes,1992,6.064883333,47,0.556,0.0455,0.556,0.839,0.000374,4,0.0929,-5.381,0.0353,143.15,4,0.538
4194,Where To Now St. Peter? - Remastered 2017,Elton John,2020,4.2271,35,0.598,0.47,0.598,0.378,0.00108,4,0.0918,-15.959,0.0321,128.868,4,0.397
4195,The Fly,U2,1991,4.484216667,49,0.507,3.52E-05,0.507,0.934,0.0253,11,0.161,-8.888,0.0553,108.345,4,0.417
4196,Who Knew,P!nk,2006,3.474883333,68,0.688,0.00462,0.688,0.734,0,9,0.0756,-4.569,0.0274,140.004,4,0.46
4197,Stay Together For The Kids,blink-182,2001,3.988883333,63,0.519,0.00165,0.519,0.78,2.14E-05,2,0.156,-4.939,0.0356,145.125,4,0.166
4198,If I Could Turn Back Time,Cher,1989,3.9971,72,0.658,0.243,0.658,0.575,0,11,0.122,-10.365,0.0267,108.329,4,0.504
4199,Bye Bye Johnny,Return,1988,4.183333333,49,0.444,0.247,0.444,0.881,1.92E-06,4,0.0987,-7.664,0.0582,159.877,4,0.247
4200,The Color of the Night (Made Popular By Lauren Christy) [Vocal Version],Party Tyme Karaoke,2020,4.0933,3,0.544,0.678,0.544,0.435,0,2,0.155,-8.52,0.0271,115.025,4,0.113
4201,Consoler Of The Lonely,The Raconteurs,2008,3.426433333,47,0.407,0.0193,0.407,0.821,2.06E-06,0,0.36,-4.987,0.0657,99.814,4,0.61
4202,The Rocker,Thin Lizzy,1973,5.2551,42,0.26,0.0709,0.26,0.828,0.000133,2,0.291,-12.406,0.127,144.678,4,0.574
4203,Why'd You Lie?,Colin James,1988,5.468883333,27,0.43,0.143,0.43,0.452,0.000315,5,0.146,-10.24,0.0357,155.212,4,0.542
4204,Gamma Ray,Beck,2008,2.948666667,47,0.603,0.109,0.603,0.909,0.249,11,0.329,-4.213,0.0385,168.116,4,0.7
4205,Shelter Me,Cinderella,1990,4.7971,47,0.612,0.0362,0.612,0.878,0.0742,7,0.0825,-7.65,0.0297,125.956,4,0.92
4206,Skydiver,Schtum,1996,3.362,12,0.532,0.033,0.532,0.942,0.00665,2,0.104,-7.005,0.0777,117.387,4,0.44
4207,Toys And Flavors,The Hellacopters,2000,3.541766667,42,0.289,0.00183,0.289,0.933,1.01E-05,10,0.255,-5.243,0.119,151.634,4,0.587
4208,Uptown Girl,Billy Joel,1983,3.2951,77,0.701,0.0747,0.701,0.943,0,4,0.601,-2.986,0.0456,128.992,4,0.791
4209,Chalk Outline,Three Days Grace,2012,3.0331,60,0.59,0.000567,0.59,0.792,0,7,0.0448,-5.013,0.0603,153.023,4,0.663
4210,Time Machine,Grand Funk Railroad,2006,3.756216667,31,0.637,0.0395,0.637,0.644,0.00278,11,0.0777,-6.731,0.0297,109.981,4,0.841
4211,To Cut a Long Story Short - 2010 Remaster,Spandau Ballet,1981,3.328216667,30,0.577,0.147,0.577,0.893,0.802,2,0.0864,-5.113,0.087,142.424,4,0.86
4212,Feel the Pain,Dinosaur Jr.,1994,4.326666667,62,0.34,0.00331,0.34,0.804,0.0191,0,0.0727,-8.355,0.0516,131.5,4,0.854
4213,Broken Wings,Mr. Mister,1985,5.732216667,70,0.286,0.134,0.286,0.5,4.57E-05,1,0.108,-14.281,0.0357,99.162,4,0.443
4214,Chance,Big Country,1983,4.446,42,0.718,0.0221,0.718,0.651,0.000144,2,0.0674,-9.841,0.0268,108.208,4,0.949
4215,Calling Dr. Love,KISS,1976,3.744433333,52,0.544,0.663,0.544,0.884,7.26E-06,8,0.381,-8.166,0.144,127.215,4,0.467
4216,A Groovy Kind of Love,Phil Collins,2004,3.512216667,65,0.452,0.235,0.452,0.306,1.91E-05,2,0.0989,-9.632,0.0274,144.125,4,0.182
4217,Hurricane,Theory of a Deadman,2011,4.290883333,46,0.401,0.00967,0.401,0.876,0,5,0.397,-4.644,0.0604,132.147,4,0.385
4218,"The Story of the Blues, Pt. 1",The Mighty Wah!,2020,3.6811,39,0.501,0.0517,0.501,0.851,0,6,0.0784,-7.903,0.0727,108.373,4,0.342
4219,Beating Around the Bush,AC/DC,1979,3.928433333,51,0.476,0.00102,0.476,0.889,0.102,1,0.17,-5.733,0.1,115.754,4,0.493
4220,Driving Away From Home (Jim's Tune),It's Immaterial,1986,4.218883333,43,0.592,0.035,0.592,0.735,0.257,7,0.344,-14.232,0.0405,111.964,4,0.897
4221,Don't Try to Lay No Boogie-Woogie on the King of Rock and Roll - Remastered,Long John Baldry,2007,3.42555,16,0.606,0.444,0.606,0.927,0.00123,10,0.432,-6.144,0.035,137.731,4,0.873
4222,Bird of Paradise,Snowy White,2003,4.6911,56,0.474,0.6,0.474,0.443,0.607,1,0.316,-11.422,0.0365,143.644,4,0.313
4223,You Shook Me - 1993 Remaster,Led Zeppelin,1969,6.468216667,53,0.367,0.662,0.367,0.481,0.0237,11,0.137,-12.915,0.0626,155.96,3,0.383
4224,Nantucket Sleighride,Leslie West,2013,5.952433333,36,0.234,0.0197,0.234,0.711,0.000217,2,0.553,-8.592,0.0316,153.851,4,0.364
4225,Upside Down,Diana Ross,1980,4.080433333,66,0.887,0.079,0.887,0.904,0.0101,5,0.0165,-5.107,0.0703,107.955,4,0.89
4226,This Corrosion,Various Artists,2019,4.477766667,21,0.514,0.104,0.514,0.89,0.000107,0,0.658,-7.354,0.0789,149.393,4,0.547
4227,Everybody Talks,Neon Trees,2012,2.954666667,65,0.471,0.00301,0.471,0.924,0,8,0.313,-3.906,0.0586,154.961,4,0.725
4228,The New Pollution,Beck,1996,3.658433333,39,0.676,0.0599,0.676,0.798,0.0923,1,0.329,-6.705,0.0294,132.092,4,0.848
4229,Love Is All,Roger Glover,1974,3.287766667,47,0.599,0.634,0.599,0.812,3.47E-05,7,0.849,-4.971,0.0494,111.691,4,0.766
4230,Slave To Love,Bryan Ferry,1985,4.438883333,67,0.661,0.182,0.661,0.818,0.000995,2,0.0527,-5.9,0.0291,147.544,4,0.79
4231,Satisfaction Guaranteed,The Firm,1985,4.174,42,0.481,0.251,0.481,0.573,0,0,0.0366,-13.793,0.0468,137.198,4,0.6
4232,A Salty Dog,Procol Harum,1969,4.658433333,21,0.213,0.593,0.213,0.166,0.0015,6,0.316,-15.205,0.0307,87.53,4,0.118
4233,Wouldn't It Be Good,Various Artists,2018,4.61755,44,0.655,0.169,0.655,0.705,0.0139,2,0.0698,-8.529,0.0285,97.007,4,0.749
4234,Just a Job to Do - 2007 Remaster,Genesis,1983,4.787766667,36,0.58,0.033,0.58,0.915,0.00769,11,0.0949,-8.549,0.033,128.468,4,0.839
4235,Until the Day I Die,Story Of The Year,2003,3.92,66,0.597,0.127,0.597,0.931,0,11,0.0504,-4.591,0.0984,92.003,4,0.534
4236,I'm Awesome,Spose,2010,4.152433333,24,0.6,0.127,0.6,0.773,4.41E-06,0,0.624,-5.509,0.348,93.069,4,0.785
4237,Lesson Learned,Alice In Chains,2009,4.27955,33,0.44,9.27E-06,0.44,0.951,0.00773,1,0.116,-3.639,0.0533,108.019,4,0.323
4238,Rev It Up,Jerry Harrison,1988,4.1911,27,0.718,0.0208,0.718,0.722,0.0135,9,0.0688,-13.75,0.0428,95.241,4,0.921
4239,Falling to Pieces,Faith No More,1989,5.226216667,51,0.545,0.00272,0.545,0.919,0.00511,2,0.0977,-7.679,0.0484,104.366,4,0.387
4240,Sarah - Version 3,Thin Lizzy,1979,3.500666667,44,0.722,0.512,0.722,0.542,0,2,0.0579,-11.933,0.0419,125.211,4,0.854
4241,Just Like Paradise,David Lee Roth,1988,4.054666667,57,0.611,0.0219,0.611,0.853,0,2,0.671,-4.983,0.034,135.558,4,0.376
4242,It's Only Make Believe,Conway Twitty,1959,2.200433333,53,0.461,0.86,0.461,0.466,2.76E-05,11,0.135,-9.627,0.0598,128.537,4,0.251
4243,Going Out,Supergrass,1997,4.2811,30,0.244,0.000136,0.244,0.682,0.659,2,0.104,-7.417,0.0553,96.017,4,0.483
4244,Ship of Fools - 2006 Remaster,Robert Plant,2007,5.009766667,45,0.61,0.163,0.61,0.473,0.00111,7,0.0905,-6.594,0.0247,93.138,4,0.231
4245,Sleeping With The Lights On (In The Style of Busted),Ameritz Audio Karaoke,2011,3.63865,0,0.467,4.29E-05,0.467,0.539,0.717,8,0.069,-10.18,0.0271,174.02,4,0.482
4246,Livet är en fest,Nationalteatern,1974,4.230433333,47,0.433,0.00488,0.433,0.683,2.05E-05,9,0.107,-10.947,0.0333,146.042,4,0.752
4247,You Wouldn't Believe,311,2001,3.7051,39,0.493,0.00237,0.493,0.907,6.68E-06,7,0.134,-5.334,0.0593,167.487,4,0.562
4248,Last of the American Girls,Green Day,2009,3.850433333,54,0.526,0.00247,0.526,0.923,0.000164,11,0.0866,-4.089,0.0282,121.597,4,0.775
4249,Room To Move,John Mayall,1969,5.034216667,46,0.756,0.751,0.756,0.926,0.429,1,0.936,-8.525,0.13,132.326,4,0.701
4250,Dog & Butterfly,Heart,1978,5.32555,42,0.657,0.314,0.657,0.314,4.89E-06,4,0.12,-18.858,0.0329,124.611,4,0.422
4251,All The Same,Sick Puppies,2007,4.309766667,54,0.311,0.000962,0.311,0.76,0,0,0.104,-6.301,0.0364,177.592,3,0.189
4252,Meet Virginia,Train,1998,3.998883333,65,0.675,0.0863,0.675,0.553,7.58E-06,7,0.118,-7.775,0.0486,90.02,4,0.594
4253,Nobody,Skindred,2004,3.9319,59,0.628,0.0192,0.628,0.909,0,10,0.44,-4.635,0.0549,97.849,4,0.751
4254,Closer,Kings of Leon,2008,3.958,66,0.398,0.469,0.398,0.768,2.02E-05,11,0.106,-4.624,0.0392,108.685,5,0.235
4255,Mamma pappa barn,Ebba Grön,1981,3.050216667,40,0.542,0.00314,0.542,0.797,0.00493,0,0.205,-12.622,0.045,157.1,4,0.725
4256,Caught Up In You,38 Special,1982,4.65555,64,0.425,0.0229,0.425,0.681,0.000219,1,0.0543,-8.604,0.0316,131.011,4,0.933
4257,(I Know) I'm Losing You,Rod Stewart,1971,5.39555,40,0.392,0.0848,0.392,0.801,0.201,7,0.121,-13.615,0.0597,106.702,4,0.442
4258,Playing To Win - Remastered 2010,Little River Band,1984,2.985333333,39,0.654,0.249,0.654,0.948,0,7,0.204,-5.273,0.102,130.557,4,0.848
4259,Father To Son - Remastered 2011,Queen,1974,6.230883333,36,0.155,0.208,0.155,0.646,6.78E-05,0,0.188,-11.086,0.0541,155.32,4,0.213
4260,Silent Sigh,Badly Drawn Boy,2002,4.7451,51,0.598,0.0724,0.598,0.657,1.37E-05,0,0.114,-9.538,0.0252,104.044,4,0.549
4261,Baby Hold On,Eddie Money,1977,3.513766667,58,0.642,0.154,0.642,0.641,1.23E-06,2,0.0475,-12.444,0.049,120.316,4,0.85
4262,Do You Love Me,KISS,1976,3.55,44,0.457,0.0623,0.457,0.915,3.48E-06,3,0.0778,-5.876,0.0808,126.695,4,0.446
4263,Wild Eyes,Stampeders,2001,3.899333333,9,0.286,4.89E-05,0.286,0.726,0.256,9,0.117,-9.379,0.0813,138.944,4,0.453
4264,Body Movin',Beastie Boys,1998,3.059766667,51,0.755,0.00363,0.755,0.918,0.012,6,0.0357,-6.518,0.0953,99.036,4,0.565
4265,Demon's Eye - 1996 Remaster,Deep Purple,1971,5.35555,41,0.533,0.0154,0.533,0.789,0.219,7,0.116,-9.007,0.0504,119.237,4,0.554
4266,The Hippy Hippy Shake,The Swinging Blue Jeans,1992,1.767766667,52,0.551,0.346,0.551,0.686,0,4,0.33,-11.969,0.0536,70.959,4,0.982
4267,Working on the Highway,Bruce Springsteen,1984,3.204433333,50,0.429,0.0842,0.429,0.949,0,0,0.154,-5.295,0.0458,184.286,4,0.967
4268,Diamonds and Pearls,Prince,1991,4.754433333,49,0.549,0.0532,0.549,0.547,0.321,7,0.0655,-10.119,0.0328,81.05,4,0.288
4269,Hell Is For Children,Pat Benatar,2008,4.8371,41,0.388,0.316,0.388,0.816,0.000981,0,0.097,-4.279,0.0608,132.42,4,0.6
4270,Run Riot,Def Leppard,1987,4.655,42,0.445,5.03E-05,0.445,0.962,0.26,2,0.448,-4.121,0.0786,75.569,4,0.418
4271,One Day Like This,Elbow,2008,6.56955,48,0.433,0.093,0.433,0.666,0,10,0.141,-6.102,0.0287,159.369,4,0.382
4272,Barrel Of A Gun,Guster,1999,3.174666667,37,0.507,0.115,0.507,0.755,0,1,0.0732,-6.521,0.0358,148.3,4,0.578
4273,Goddess on a Hiway - Remastered,Mercury Rev,1998,3.75555,5,0.47,0.0176,0.47,0.757,1.24E-06,9,0.0683,-5.887,0.0381,145.245,4,0.256
4274,Boogie Wonderland,"Earth, Wind & Fire",1979,4.804883333,74,0.802,0.0843,0.802,0.756,0.00765,2,0.0521,-10.791,0.0349,131.715,4,0.963
4275,Love Is Strong,The Rolling Stones,1994,3.814433333,47,0.53,0.0169,0.53,0.855,0.238,2,0.0628,-5.116,0.0461,110.14,4,0.511
4276,Racing in the Streets (Take On Bruce Springsteen),Cool & Classy,2013,7.2333,0,0.593,0.186,0.593,0.26,0.86,5,0.117,-14.493,0.0419,86.743,4,0.12
4277,Angel Fingers (A Teen Ballad),Various Artists,2020,4.66355,0,0.46,0.0612,0.46,0.95,5.38E-05,11,0.358,-6.102,0.0789,131.874,4,0.38
4278,I Heard a Rumour,Bananarama,1987,3.405583333,49,0.666,0.0977,0.666,0.962,5.40E-05,11,0.196,-4.087,0.038,123.372,4,0.92
4279,Home,Staind,1999,4.082216667,42,0.486,0.000645,0.486,0.784,0.255,6,0.211,-4.617,0.0359,123.29,4,0.302
4280,Nautical Disaster,The Tragically Hip,1994,4.71155,46,0.439,0.00252,0.439,0.907,0.436,7,0.106,-7.942,0.101,117.464,4,0.0395
4281,Mrs. Potters Lullaby,Counting Crows,1999,7.758216667,48,0.513,0.266,0.513,0.797,0.00392,8,0.336,-5.708,0.0305,95.848,4,0.716
4282,Let the Good Times Rock,Europe,1988,4.068433333,24,0.58,0.18,0.58,0.707,0,2,0.14,-12.25,0.0484,108.002,4,0.528
4283,Worth Fighting For,Blacklistt,2013,3.558883333,24,0.425,2.71E-06,0.425,0.818,5.74E-05,11,0.0912,-8.173,0.0431,129.836,4,0.323
4284,Reward,The Teardrop Explodes,1980,2.704433333,47,0.389,0.000637,0.389,0.746,0.000322,0,0.31,-4.353,0.0321,159.876,4,0.899
4285,Moving On,Steriogram,2010,2.97555,15,0.533,0.000439,0.533,0.859,0.073,6,0.103,-5.063,0.0326,121.003,4,0.49
4286,Rock 'N' Roll Damnation,AC/DC,1978,3.627333333,57,0.524,0.0327,0.524,0.995,0.147,9,0.0819,-2.676,0.106,133.596,4,0.323
4287,Cities On Flame with Rock and Roll,Blue Öyster Cult,1972,4.044,56,0.337,0.0716,0.337,0.886,0.00156,4,0.204,-8.607,0.098,177.713,4,0.648
4288,March Of The Pigs,Nine Inch Nails,1994,2.974883333,45,0.503,0.0218,0.503,0.903,0.197,2,0.0861,-7.427,0.0527,134.462,1,0.0586
4289,Soldier Girl,The Polyphonic Spree,2002,3.984433333,38,0.443,0.202,0.443,0.584,9.97E-06,0,0.0707,-7.264,0.0317,93.728,4,0.0518
4290,Think Twice,Eve 6,2003,3.724883333,48,0.526,0.00292,0.526,0.84,0,11,0.272,-4.159,0.0342,93.972,4,0.433
4291,I Don't Believe In Love - Remastered 2003,Queensrÿche,1988,4.392666667,53,0.562,0.0373,0.562,0.991,1.14E-05,7,0.425,-2.654,0.0745,118.004,4,0.266
4292,Hey There Delilah,Plain White T's,2005,3.87555,81,0.656,0.872,0.656,0.291,0,2,0.114,-10.572,0.0293,103.971,4,0.298
4293,Dark Star - Single Version,Grateful Dead,1977,2.696666667,49,0.377,0.882,0.377,0.0849,0.0607,2,0.19,-17.892,0.039,85.022,4,0.354
4294,Cum on Feel the Noize,Slade,1973,4.414666667,55,0.398,0.00155,0.398,0.86,0.683,7,0.154,-4.574,0.0663,138.09,4,0.564
